duration_sec,epochs,event,method,num_train_al,num_train_total,num_val_fixed,picked,pool_size_scored,pool_size_total,remaining_pool_size,round,scored_pool_size
8.766831574961543,,evaluation,,,,,,,,,16,
135.16537093790248,,round_total,,,,,,,,,16,
0.16223294893279672,,loader_build_acquisition,,,,,,5000,47900,,17,
0.6116089581046253,,acquisition_scoring,coreset,,,,,,,47800,17,5000
0.6673000669106841,,selection_step,coreset,,,,100,,,,17,
0.14480286999605596,,loader_build_train_eval,,,,,,,,,17,
130.89219795400277,80,training_round,,,,,,,,,17,
9.009108267957345,,evaluation,,,,,,,,,17,
141.87404944491573,,round_total,,,,,,,,,17,
0.1467409038450569,,loader_build_acquisition,,,,,,5000,47800,,18,
0.6863379089627415,,acquisition_scoring,coreset,,,,,,,47700,18,5000
1.2789458478800952,,selection_step,coreset,,,,100,,,,18,
0.15447814809158444,,loader_build_train_eval,,,,,,,,,18,
135.16840132302605,80,training_round,,,,,,,,,18,
8.938465598039329,,evaluation,,,,,,,,,18,
146.74791982211173,,round_total,,,,,,,,,18,
0.14037033007480204,,loader_build_acquisition,,,,,,5000,47700,,19,
0.9676085961982608,,acquisition_scoring,coreset,,,,,,,47600,19,5000
1.134660417214036,,selection_step,coreset,,,,100,,,,19,
0.157276552869007,,loader_build_train_eval,,,,,,,,,19,
142.05325184599496,80,training_round,,,,,,,,,19,
8.98966753995046,,evaluation,,,,,,,,,19,
153.78780099190772,,round_total,,,,,,,,,19,
0.172956784022972,,loader_build_acquisition,,,,,,5000,47600,,20,
0.590905365999788,,acquisition_scoring,coreset,,,,,,,47500,20,5000
1.2670502921100706,,selection_step,coreset,,,,100,,,,20,
0.14754468481987715,,loader_build_train_eval,,,,,,,,,20,
141.60160995693877,80,training_round,,,,,,,,,20,
8.331628872081637,,evaluation,,,,,,,,,20,
152.49193625012413,,round_total,,,,,,,,,20,
2117.066461197799,,experiment_total,,,,,,,,,,
