acquisition_pool_scored_size,acquisition_scoring_time_sec,avg_logit_mismatch,clean_acc,eval_time_sec,fgsm_acc,labeled_size,mean_grad_disp_score,method,pgd10_acc,pgd_acc,pool_size,round,round_time_sec,selected_mean_grad_disp_score,selection_time_sec,train_time_sec
49500,0.0,nan,8.69,8.764778153039515,6.23,500,nan,coreset,6.09,6.09,49500,0,43.833322182064876,nan,0.0,34.53162334882654
5000,0.6244924769271165,nan,9.73,8.59798502898775,7.1,600,nan,coreset,7.04,7.04,49400,1,43.660713942022994,nan,0.4108420761767775,33.732293844921514
5000,0.581963196862489,nan,10.21,7.871188752120361,7.53,700,nan,coreset,7.48,7.48,49300,2,52.8790550569538,nan,0.7264927430078387,43.29736015596427
5000,0.5840130830183625,nan,11.54,8.416711857076734,8.46,800,nan,coreset,8.41,8.41,49200,3,59.424512095050886,nan,0.8601187609601766,49.04172584414482
5000,0.5983108598738909,nan,11.18,8.897291935048997,8.96,900,nan,coreset,8.97,8.97,49100,4,65.17811176297255,nan,0.688012656988576,54.31147960899398
5000,0.5917424499057233,nan,12.96,9.208676123060286,9.94,1000,nan,coreset,9.86,9.86,49000,5,68.6344805629924,nan,0.7488499081227928,57.66210191999562
5000,0.5964523220900446,nan,13.92,7.576433419948444,10.58,1100,nan,coreset,10.53,10.53,48900,6,75.804110432975,nan,0.6665217059198767,66.53154714289121
5000,0.55337970610708,nan,14.18,8.54345025587827,11.04,1200,nan,coreset,10.95,10.95,48800,7,82.70022482587956,nan,1.0039099028799683,71.99509520386346
5000,0.5967182370368391,nan,15.15,8.678041354985908,11.58,1300,nan,coreset,11.47,11.47,48700,8,89.04831492085941,nan,1.074935656040907,77.9312870639842
5000,0.6578470789827406,nan,15.87,8.862300431123003,11.59,1400,nan,coreset,11.51,11.51,48600,9,92.41144789382815,nan,1.1127961678430438,81.12026092596352
5000,0.5996982359793037,nan,15.41,8.856423414079472,11.65,1500,nan,coreset,11.56,11.56,48500,10,99.75210160692222,nan,1.1836689349729568,88.49599259509705
5000,0.6163335700985044,nan,16.49,8.829985494958237,12.54,1600,nan,coreset,12.48,12.48,48400,11,105.1073374489788,nan,0.7813369531650096,94.19749321206473
5000,0.5889192030299455,nan,17.01,8.913250262849033,12.76,1700,nan,coreset,12.65,12.65,48300,12,112.77048506704159,nan,1.152754358947277,101.48815062199719
5000,0.6198208339046687,nan,18.46,8.750195214990526,14.1,1800,nan,coreset,14.09,14.09,48200,13,119.07345968205482,nan,1.1755260250065476,107.89156333403662
5000,0.6520128729753196,nan,18.48,8.997332096099854,13.72,1900,nan,coreset,13.61,13.61,48100,14,122.92753134318627,nan,1.1882071900181472,111.48116005002521
5000,0.6051266989670694,nan,19.62,8.936065759975463,14.81,2000,nan,coreset,14.68,14.68,48000,15,130.24634138098918,nan,1.237264557974413,118.79979046108201
5000,0.6325020981021225,nan,19.98,8.978348501957953,15.02,2100,nan,coreset,14.92,14.92,47900,16,136.69849362201057,nan,1.1531023678835481,125.24520627316087
5000,0.5928904691245407,nan,21.9,8.871163332136348,16.47,2200,nan,coreset,16.39,16.39,47800,17,142.76399044902064,nan,1.1979132739361376,131.43720820709132
5000,0.6302323080599308,nan,22.03,8.97650277800858,16.62,2300,nan,coreset,16.44,16.44,47700,18,146.0347598530352,nan,1.2317946769762784,134.52740019001067
5000,0.6501628009136766,nan,21.93,9.004699663026258,16.24,2400,nan,coreset,16.18,16.18,47600,19,153.61879502306692,nan,1.2050518109463155,142.08811775199138
5000,0.6265640049241483,nan,22.06,8.979911969043314,16.5,2500,nan,coreset,16.41,16.41,47500,20,160.09584641898982,nan,1.2612713938578963,148.6253858199343
