acquisition_pool_scored_size,acquisition_scoring_time_sec,avg_logit_mismatch,clean_acc,eval_time_sec,fgsm_acc,labeled_size,mean_grad_disp_score,method,pgd10_acc,pgd_acc,pool_size,round,round_time_sec,selected_mean_grad_disp_score,selection_time_sec,train_time_sec
49500,0.0,nan,8.9,1.1864136739168316,6.76,500,nan,badge,6.73,6.73,49500,0,9.935478788102046,nan,0.0,8.58995494688861
5000,0.48644490796141326,nan,10.19,1.1433265609666705,7.8,600,nan,badge,7.78,7.78,49400,1,12.729786190902814,nan,1.6458197431638837,9.315725981956348
5000,0.5642871600575745,nan,9.88,1.1740067899227142,7.82,700,nan,badge,7.77,7.77,49300,2,14.949019575957209,nan,1.7044081310741603,11.220686972141266
5000,0.5676659978926182,nan,10.54,1.182226506061852,8.43,800,nan,badge,8.41,8.41,49200,3,15.287345038028434,nan,1.677325272001326,11.551274226978421
5000,0.5527289409656078,nan,8.55,1.162084901938215,7.2,900,nan,badge,7.19,7.19,49100,4,16.72428647009656,nan,1.6927345211151987,12.980099195148796
5000,0.5614192518405616,nan,12.14,1.1664400009904057,9.35,1000,nan,badge,9.34,9.34,49000,5,15.623052028939128,nan,1.6551223860587925,11.930603547021747
5000,0.5147092661354691,nan,13.68,1.1780933779664338,10.91,1100,nan,badge,10.92,10.92,48900,6,16.672493468038738,nan,1.6791205590125173,13.031572371954098
5000,0.5172247909940779,nan,13.04,1.1662881390657276,10.66,1200,nan,badge,10.64,10.64,48800,7,18.325857995077968,nan,1.6463444649707526,14.663249451899901
5000,0.5471768309362233,nan,14.17,1.187791535165161,11.24,1300,nan,badge,11.24,11.24,48700,8,19.78494745003991,nan,1.653041600016877,16.08265837887302
5000,0.5356853229459375,nan,14.35,1.1926602721214294,11.31,1400,nan,badge,11.32,11.32,48600,9,17.94395076506771,nan,1.6441315438132733,14.219451423967257
5000,0.6147098729852587,nan,15.19,1.207982884021476,12.2,1500,nan,badge,12.21,12.21,48500,10,19.71265248488635,nan,1.7055308790877461,15.811872849008068
5000,0.6014849788043648,nan,16.53,1.1995234838686883,13.29,1600,nan,badge,13.25,13.25,48400,11,20.153117896057665,nan,1.646260823821649,16.350837000878528
5000,0.5342382320668548,nan,16.56,1.1751876398921013,13.03,1700,nan,badge,13.0,13.0,48300,12,21.04314181697555,nan,1.6276695828419179,17.348095785127953
5000,0.5086048059165478,nan,13.63,1.1698828951921314,11.68,1800,nan,badge,11.68,11.68,48200,13,21.325330269057304,nan,1.661989188985899,17.628762467065826
5000,0.5280717159621418,nan,17.5,1.2182406529318541,14.06,1900,nan,badge,13.98,13.98,48100,14,23.45997280604206,nan,1.626484040170908,19.7488109881524
5000,0.5896130548790097,nan,18.08,1.183743114117533,14.77,2000,nan,badge,14.7,14.7,48000,15,21.174165562028065,nan,1.7036929689347744,17.348287797067314
5000,0.5784224888775498,nan,19.7,1.1751573749352247,15.76,2100,nan,badge,15.71,15.71,47900,16,23.51543714897707,nan,1.6636411619838327,19.746957471128553
5000,0.5670840090606362,nan,18.33,1.194924111943692,14.89,2200,nan,badge,14.83,14.83,47800,17,23.150964852888137,nan,1.6036954261362553,19.412235879106447
5000,0.597462316043675,nan,18.54,1.180911396862939,15.01,2300,nan,badge,14.91,14.91,47700,18,23.635774126974866,nan,1.6605783789418638,19.859918678877875
5000,0.5991298910230398,nan,19.24,1.2585523431189358,15.27,2400,nan,badge,15.19,15.19,47600,19,23.782201380934566,nan,1.7221192070282996,19.82627257006243
5000,0.6143537270836532,nan,20.18,1.1541743860580027,16.21,2500,nan,badge,16.1,16.1,47500,20,23.4858576268889,nan,1.6689173891209066,19.682518729008734
