acquisition_pool_scored_size,acquisition_scoring_time_sec,avg_logit_mismatch,clean_acc,eval_time_sec,fgsm_acc,labeled_size,mean_grad_disp_score,method,pgd10_acc,pgd_acc,pool_size,round,round_time_sec,selected_mean_grad_disp_score,selection_time_sec,train_time_sec
49500,0.0,nan,42.23,2.550556314177811,36.01,500,nan,coreset,35.97,35.97,49500,0,16.953678242862225,nan,0.0,14.182805785210803
5000,0.40792819089256227,nan,44.33,2.748685324098915,37.41,600,nan,coreset,37.31,37.31,49400,1,20.574020434869453,nan,1.2434850248973817,16.041633928194642
5000,0.4353425269946456,nan,46.09,2.798962493892759,38.8,700,nan,coreset,38.78,38.78,49300,2,22.57960095303133,nan,0.589619736885652,18.42408806295134
5000,0.4237064740154892,nan,48.0,2.8695398450363427,41.1,800,nan,coreset,41.02,41.02,49200,3,24.424985913094133,nan,0.45408544410020113,20.321584702003747
5000,0.4105147090740502,nan,40.01,2.4767944989725947,35.2,900,nan,coreset,35.15,35.15,49100,4,26.8972507850267,nan,0.635090681957081,22.976717822952196
5000,0.4212672321591526,nan,50.09,2.472743093036115,42.44,1000,nan,coreset,42.27,42.27,49000,5,27.89396321005188,nan,1.1553357681259513,23.558064639102668
5000,0.42042472306638956,nan,52.27,2.8388045898173004,42.95,1100,nan,coreset,42.79,42.79,48900,6,30.092599846888334,nan,0.9594174481462687,25.4867797230836
5000,0.47106274403631687,nan,51.39,2.4695094390772283,42.68,1200,nan,coreset,42.51,42.51,48800,7,31.47047095000744,nan,0.49217107193544507,27.66820856090635
5000,0.42466966016218066,nan,53.27,2.3700793080497533,44.95,1300,nan,coreset,44.81,44.81,48700,8,33.064987692050636,nan,1.0288587780669332,28.85851849615574
5000,0.4170586948748678,nan,52.94,2.4271792371291667,44.1,1400,nan,coreset,43.91,43.91,48600,9,33.11916971299797,nan,0.2869415180757642,29.62038069590926
5000,0.40915980911813676,nan,55.4,2.417407449102029,46.05,1500,nan,coreset,45.79,45.79,48500,10,35.26689696102403,nan,0.02921283897012472,32.049220466054976
5000,0.42168020992539823,nan,55.08,2.808725198963657,46.2,1600,nan,coreset,46.05,46.05,48400,11,38.689632545923814,nan,1.1603481511119753,33.92984131514095
5000,0.42458756314590573,nan,56.76,2.245875369058922,47.54,1700,nan,coreset,47.37,47.37,48300,12,40.38415364315733,nan,0.5882753417827189,36.71333108399995
5000,0.4366713708732277,nan,51.81,2.555664941901341,44.95,1800,nan,coreset,44.89,44.89,48200,13,41.43936595018022,nan,0.2403493640013039,37.83646518108435
5000,0.4360642950050533,nan,56.68,2.4816050899680704,47.54,1900,nan,coreset,47.31,47.31,48100,14,43.87237315904349,nan,1.1612913659773767,39.45599835808389
5000,0.46185320196673274,nan,58.43,2.7400898940395564,48.91,2000,nan,coreset,48.77,48.77,48000,15,46.136484530055895,nan,1.1646427910309285,41.38645206205547
5000,0.4324900421779603,nan,58.4,2.4327327460050583,49.47,2100,nan,coreset,49.23,49.23,47900,16,47.99952072300948,nan,0.48106421902775764,44.23939428594895
5000,0.45110949012450874,nan,58.54,2.686261057155207,48.83,2200,nan,coreset,48.54,48.54,47800,17,50.14580600708723,nan,1.165855917148292,45.450664778007194
5000,0.4335454099345952,nan,60.36,2.571355680935085,50.76,2300,nan,coreset,50.47,50.47,47700,18,49.741423930972815,nan,0.7401982969604433,45.60528088081628
5000,0.43853570986539125,nan,60.44,2.744387143990025,50.43,2400,nan,coreset,50.05,50.05,47600,19,52.41666371515021,nan,0.8525563629809767,48.01748989894986
5000,0.4521451308391988,nan,61.16,2.5498349708504975,50.93,2500,nan,coreset,50.69,50.69,47500,20,53.62273094896227,nan,0.3306329508777708,49.90349112008698
