acquisition_pool_scored_size,acquisition_scoring_time_sec,avg_logit_mismatch,clean_acc,eval_time_sec,fgsm_acc,labeled_size,mean_grad_disp_score,method,pgd10_acc,pgd_acc,pool_size,round,round_time_sec,selected_mean_grad_disp_score,selection_time_sec,train_time_sec
49500,0.0,nan,44.98,2.7872555758804083,37.53,500,nan,badge,37.45,37.45,49500,0,16.961387059185654,nan,0.0,13.948477137135342
5000,0.2793551511131227,nan,45.54,2.522841715021059,38.08,600,nan,badge,37.97,37.97,49400,1,18.632457841187716,nan,0.22936321119777858,15.399659195914865
5000,0.24903297307901084,nan,47.81,2.426740469876677,39.49,700,nan,badge,39.33,39.33,49300,2,21.268585701007396,nan,0.22587875300087035,18.131181800970808
5000,0.25261943717487156,nan,49.17,2.680542124900967,40.56,800,nan,badge,40.46,40.46,49200,3,23.866475785151124,nan,0.22580520389601588,20.40942825586535
5000,0.2687938129529357,nan,44.19,2.4750161960255355,38.44,900,nan,badge,38.46,38.46,49100,4,25.910257254960015,nan,0.2230541710741818,22.652776182163507
5000,0.2771467729471624,nan,51.88,2.403047962812707,43.21,1000,nan,badge,43.05,43.05,49000,5,26.510197967058048,nan,0.23019000119529665,23.31825833604671
5000,0.2699129309039563,nan,52.9,2.563905443996191,43.85,1100,nan,badge,43.64,43.64,48900,6,28.39189477590844,nan,0.22559088096022606,25.097489039879292
5000,0.2525720470584929,nan,51.44,2.7470095159951597,43.69,1200,nan,badge,43.56,43.56,48800,7,30.67676047910936,nan,0.22331965598277748,27.15633016405627
5000,0.278114824090153,nan,53.81,2.6653436981141567,45.13,1300,nan,badge,45.02,45.02,48700,8,32.56344809802249,nan,0.23097889381460845,29.11464901501313
5000,0.2710283538326621,nan,57.02,2.6483196311164647,46.88,1400,nan,badge,46.61,46.61,48600,9,32.594199768966064,nan,0.22966151381842792,29.156452087918296
5000,0.2749526258558035,nan,56.8,2.770364262163639,47.27,1500,nan,badge,47.04,47.04,48500,10,35.29669680306688,nan,0.22634700499475002,31.720627974020317
5000,0.27560538216494024,nan,58.08,2.7598195818718523,47.94,1600,nan,badge,47.86,47.86,48400,11,37.46789001603611,nan,0.23235059599392116,33.923786752158776
5000,0.263684089994058,nan,57.05,2.5033669229596853,47.27,1700,nan,badge,47.1,47.1,48300,12,39.85750011098571,nan,0.22934783017262816,36.58667978318408
5000,0.27587757003493607,nan,56.14,2.792261778144166,48.01,1800,nan,badge,47.88,47.88,48200,13,42.45354934595525,nan,0.22537901997566223,38.88918155618012
5000,0.2619696129113436,nan,60.53,2.570448131999001,49.95,1900,nan,badge,49.81,49.81,48100,14,41.92447819188237,nan,0.21920938114635646,38.59189334977418
5000,0.262662734137848,nan,60.93,2.419164712075144,51.21,2000,nan,badge,50.99,50.99,48000,15,43.86667046393268,nan,0.22107835789211094,40.70023547089659
5000,0.5656659919768572,nan,62.99,2.4099870990030468,52.42,2100,nan,badge,52.2,52.2,47900,16,46.86994586489163,nan,0.2427686620503664,43.368841401999816
5000,0.27446529315784574,nan,62.84,2.46996685792692,52.31,2200,nan,badge,51.9,51.9,47800,17,48.53777592512779,nan,0.2356578279286623,45.258949033916
5000,0.27399728493764997,nan,62.94,2.482113687088713,52.83,2300,nan,badge,52.49,52.49,47700,18,48.77595555991866,nan,0.2245841280091554,45.52449777489528
5000,0.278647577855736,nan,64.25,2.7653495939448476,53.89,2400,nan,badge,53.58,53.58,47600,19,51.21060773800127,nan,0.2267386841122061,47.63629722991027
5000,0.2706893729045987,nan,64.03,2.585705664008856,53.59,2500,nan,badge,53.4,53.4,47500,20,52.39291434199549,nan,0.23018322000280023,49.017160426825285
