acquisition_pool_scored_size,acquisition_scoring_time_sec,avg_logit_mismatch,clean_acc,eval_time_sec,fgsm_acc,labeled_size,mean_grad_disp_score,method,pgd10_acc,pgd_acc,pool_size,round,round_time_sec,selected_mean_grad_disp_score,selection_time_sec,train_time_sec
49500,0.0,nan,41.62,8.559949951944873,31.69,500,nan,coreset,31.43,31.43,49500,0,37.577119807945564,nan,0.0,28.477186805102974
5000,0.6785060360562056,nan,43.23,8.572861619992182,32.54,600,nan,coreset,32.25,32.25,49400,1,47.007773166988045,nan,0.9264013390056789,36.4281640490517
5000,0.5482542649842799,nan,45.95,8.487210733117536,36.15,700,nan,coreset,35.91,35.91,49300,2,52.40636909706518,nan,0.66048139706254,42.178914051968604
5000,0.5797667829319835,nan,48.35,8.517865838017315,37.78,800,nan,coreset,37.57,37.57,49200,3,59.89417241606861,nan,0.5704769010189921,49.52328207506798
5000,0.525427910964936,nan,48.17,8.425043433904648,39.97,900,nan,coreset,39.85,39.85,49100,4,65.1248495420441,nan,0.32105537015013397,55.28386752004735
5000,0.6014890859369189,nan,50.5,8.793000425910577,39.61,1000,nan,coreset,39.26,39.26,49000,5,69.42269644094631,nan,0.280922421021387,59.127960744081065
5000,0.5729295189958066,nan,52.18,8.83428778895177,41.23,1100,nan,coreset,40.96,40.96,48900,6,76.90648341714405,nan,1.033950649900362,65.92366225202568
5000,0.5943943329621106,nan,53.05,8.822522367816418,42.4,1200,nan,coreset,42.17,42.17,48800,7,82.53502398286946,nan,0.6342594409361482,71.82270413311198
5000,0.5772991320118308,nan,55.24,8.818996933987364,44.55,1300,nan,coreset,44.23,44.23,48700,8,89.82234238204546,nan,1.1291612940840423,78.60467919590883
5000,0.5859187410678715,nan,54.68,8.955892041092739,44.28,1400,nan,coreset,43.99,43.99,48600,9,92.95696101617068,nan,0.47041177400387824,82.2605579639785
5000,0.642226992174983,nan,56.44,8.97318385913968,44.98,1500,nan,coreset,44.71,44.71,48500,10,100.62143830698915,nan,1.134535372024402,89.32190684904344
5000,0.5896872619632632,nan,57.33,8.918654296081513,45.87,1600,nan,coreset,45.62,45.62,48400,11,106.40576385590248,nan,1.1699176479596645,95.03115516691469
5000,0.6352664709556848,nan,60.17,8.935268972069025,48.0,1700,nan,coreset,47.65,47.65,48300,12,113.6737832580693,nan,1.165675642201677,102.0665837218985
5000,0.6227145928423852,nan,58.86,8.897620572010055,47.81,1800,nan,coreset,47.61,47.61,48200,13,120.10979586513713,nan,1.1787873380817473,108.65256567113101
5000,0.6033237709198147,nan,60.39,9.141905098920688,48.92,1900,nan,coreset,48.54,48.54,48100,14,124.72649427806027,nan,1.1695754169486463,113.15166473505087
5000,0.5983024011366069,nan,61.64,9.05588931706734,49.88,2000,nan,coreset,49.57,49.57,48000,15,131.29780973307788,nan,1.2686931190546602,119.69324683607556
5000,0.583300560945645,nan,63.19,9.05832296400331,50.95,2100,nan,coreset,50.58,50.58,47900,16,137.4995632120408,nan,0.9149084428790957,126.14151039789431
5000,0.5837005202192813,nan,62.77,8.996073707006872,51.02,2200,nan,coreset,50.73,50.73,47800,17,143.60433121514507,nan,1.2612503489945084,132.19927518605255
5000,0.6184620780404657,nan,64.14,9.090556278126314,51.95,2300,nan,coreset,51.65,51.65,47700,18,148.37303605000488,nan,1.2479787860065699,136.81369460211135
5000,0.6556922299787402,nan,64.96,9.115037105046213,52.82,2400,nan,coreset,52.58,52.58,47600,19,155.54627936100587,nan,1.3026941730640829,143.7998418379575
5000,0.6375433341600001,nan,65.86,9.124010259052739,54.0,2500,nan,coreset,53.66,53.66,47500,20,161.37122021103278,nan,1.237792165018618,149.78718607709743
