acquisition_pool_scored_size,acquisition_scoring_time_sec,avg_logit_mismatch,clean_acc,eval_time_sec,fgsm_acc,labeled_size,mean_grad_disp_score,method,pgd10_acc,pgd_acc,pool_size,round,round_time_sec,selected_mean_grad_disp_score,selection_time_sec,train_time_sec
49500,0.0,nan,40.35,8.316557378973812,31.44,500,nan,coreset,31.19,31.19,49500,0,36.32236794801429,nan,0.0,27.40398559300229
5000,0.7558600169140846,nan,43.25,8.44096938194707,33.95,600,nan,coreset,33.73,33.73,49400,1,47.87772250198759,nan,1.4431213720235974,36.72222929308191
5000,0.6128512481227517,nan,47.71,8.412803481100127,37.1,700,nan,coreset,36.81,36.81,49300,2,53.35071291704662,nan,0.45275808591395617,43.339424565201625
5000,0.5207745179068297,nan,49.87,8.504490285180509,39.14,800,nan,coreset,38.85,38.85,49200,3,59.34532110695727,nan,0.7474770990666002,49.042989117093384
5000,0.5542949989903718,nan,44.68,8.473522005137056,38.26,900,nan,coreset,38.19,38.19,49100,4,65.99035496404395,nan,0.8795581581071019,55.50954133598134
5000,0.5174326610285789,nan,51.84,8.683658067137003,41.03,1000,nan,coreset,40.74,40.74,49000,5,70.35037673916668,nan,0.8335090409964323,59.73250258807093
5000,0.5495496010407805,nan,53.22,8.721496792975813,42.77,1100,nan,coreset,42.43,42.43,48900,6,77.46092734881677,nan,0.9178918830584735,66.60228190105408
5000,0.5623007151298225,nan,54.38,8.733187312958762,43.25,1200,nan,coreset,42.89,42.89,48800,7,82.8515775068663,nan,1.0101242261007428,71.9428705489263
5000,0.5678172828629613,nan,56.0,8.720561592839658,44.36,1300,nan,coreset,44.15,44.15,48700,8,90.57438358897343,nan,1.1340219429694116,79.47862748196349
5000,0.5605602068826556,nan,56.62,8.888437454821542,44.78,1400,nan,coreset,44.49,44.49,48600,9,93.28847430995665,nan,1.068466410972178,82.14584839600138
5000,0.5921006111893803,nan,57.74,8.894689832115546,45.7,1500,nan,coreset,45.41,45.41,48500,10,100.218596217921,nan,0.9064683557953686,89.14789985399693
5000,0.643765500979498,nan,59.28,8.845431776950136,47.16,1600,nan,coreset,46.9,46.9,48400,11,106.01800489798188,nan,0.1407914669252932,95.71419178391807
5000,0.5926482127979398,nan,60.82,8.840292655862868,48.28,1700,nan,coreset,48.03,48.03,48300,12,113.30303294095211,nan,1.0944384131580591,102.15984438499436
5000,0.5796237250324339,nan,61.23,8.800814816961065,48.87,1800,nan,coreset,48.57,48.57,48200,13,119.43651958485134,nan,1.1517306889872998,108.26282847486436
5000,0.6022843590471894,nan,63.15,8.978179731871933,49.6,1900,nan,coreset,49.29,49.29,48100,14,123.46898664790206,nan,1.1434189139399678,112.03342150780372
5000,0.5891831968910992,nan,63.54,8.993335765087977,51.48,2000,nan,coreset,51.08,51.08,48000,15,131.22816859092563,nan,1.1709316368214786,119.89284392492846
5000,0.6316406379919499,nan,64.07,8.889198334887624,51.0,2100,nan,coreset,50.54,50.54,47900,16,136.6954142949544,nan,1.2445038151927292,125.29548995103687
5000,0.5564822959713638,nan,64.95,8.848129674093798,52.04,2200,nan,coreset,51.54,51.54,47800,17,142.90946623892523,nan,1.1811697278171778,131.65736470697448
5000,0.616345375077799,nan,65.99,8.962101349141449,53.3,2300,nan,coreset,52.92,52.92,47700,18,147.2115373739507,nan,1.2560423330869526,135.71168127888814
5000,0.6268815430812538,nan,66.61,8.944845173042268,53.93,2400,nan,coreset,53.56,53.56,47600,19,154.0780161130242,nan,1.1565377439837903,142.676578811137
5000,0.6107230319175869,nan,68.49,9.005147370044142,56.42,2500,nan,coreset,55.98,55.98,47500,20,160.87669331999496,nan,1.2658907428849488,149.38538158196025
