acquisition_pool_scored_size,acquisition_scoring_time_sec,avg_logit_mismatch,clean_acc,eval_time_sec,fgsm_acc,labeled_size,mean_grad_disp_score,method,pgd10_acc,pgd_acc,pool_size,round,round_time_sec,selected_mean_grad_disp_score,selection_time_sec,train_time_sec
49500,0.0,nan,8.47,5.915777071844786,6.39,500,nan,badge,6.39,6.39,49500,0,38.04452515789308,nan,0.0,31.612091796007007
5000,1.0586400220636278,nan,9.07,8.523767629172653,6.83,600,nan,badge,6.76,6.76,49400,1,49.06804762710817,nan,3.3657139490824193,35.6406729221344
5000,1.059422971913591,nan,10.05,8.508499667979777,7.79,700,nan,badge,7.79,7.79,49300,2,54.93871794384904,nan,3.349052117904648,41.49788658390753
5000,1.076078468002379,nan,11.76,8.607662718044594,8.93,800,nan,badge,8.89,8.89,49200,3,60.873626694083214,nan,3.3549551079049706,47.29980464791879
5000,1.096913053886965,nan,10.71,8.411686030915007,8.8,900,nan,badge,8.78,8.78,49100,4,67.53189776302315,nan,3.330268956022337,54.04535887297243
5000,1.0932656179647893,nan,13.83,8.731842424022034,10.49,1000,nan,badge,10.37,10.37,49000,5,71.96878079185262,nan,3.3333637481555343,58.26080823596567
5000,1.0746157700195909,nan,14.02,8.888313806150109,10.41,1100,nan,badge,10.31,10.31,48900,6,78.98611364187673,nan,3.3762415000237525,65.15027867397293
5000,1.1027668151073158,nan,15.48,8.874404827132821,11.74,1200,nan,badge,11.67,11.67,48800,7,84.58327401685528,nan,3.332632430130616,70.6872151850257
5000,1.169122562976554,nan,15.88,8.751856535905972,12.58,1300,nan,badge,12.48,12.48,48700,8,91.40470659197308,nan,3.273989134002477,77.45687601109967
5000,1.1698336000554264,nan,16.16,9.310280991951004,12.67,1400,nan,badge,12.62,12.62,48600,9,96.48828863492236,nan,3.3334898070897907,82.11092355800793
5000,1.1374022709205747,nan,17.47,8.466588448965922,13.41,1500,nan,badge,13.29,13.29,48500,10,102.80596077395603,nan,3.3762298389337957,89.22714950190857
5000,1.072831377852708,nan,18.51,7.411361426115036,13.74,1600,nan,badge,13.68,13.68,48400,11,107.65299882018007,nan,3.291199530940503,95.21636794297956
5000,1.0920714759267867,nan,19.12,8.754210114944726,14.67,1700,nan,badge,14.55,14.55,48300,12,115.53418241790496,nan,3.3174585609231144,101.75963140302338
5000,1.1019706910010427,nan,18.25,8.958492059027776,14.33,1800,nan,badge,14.29,14.29,48200,13,121.36911499896087,nan,3.344748296076432,107.30000348901376
5000,1.061046487186104,nan,20.19,9.070714263943955,15.3,1900,nan,badge,15.17,15.17,48100,14,126.44174614013173,nan,3.3550879540853202,112.26963221700862
5000,1.0787048269994557,nan,20.22,9.053369413129985,15.63,2000,nan,badge,15.59,15.59,48000,15,131.9839835590683,nan,3.2741662769112736,118.08625268004835
5000,1.0571457180194557,nan,20.51,9.010792546905577,15.49,2100,nan,badge,15.37,15.37,47900,16,139.3494852290023,nan,3.3858690061606467,125.23127074888907
5000,1.0767833709251136,nan,21.15,9.03175076493062,16.04,2200,nan,badge,15.95,15.95,47800,17,145.6466957689263,nan,3.2696749339811504,131.59799597901292
5000,1.101059922017157,nan,21.38,9.023469298845157,16.61,2300,nan,badge,16.5,16.5,47700,18,149.42606530804187,nan,3.3252995209768414,135.39655462279916
5000,1.0682180300354958,nan,22.43,9.081602628109977,16.85,2400,nan,badge,16.75,16.75,47600,19,156.7155565151479,nan,3.310072738910094,142.58034271211363
5000,1.0540275459643453,nan,22.88,8.777839079964906,17.22,2500,nan,badge,17.16,17.16,47500,20,159.64733771397732,nan,3.3376045080367476,145.7806192659773
