avg_batch_time_sec,avg_data_time_sec,epoch,epoch_time_sec,lr,round,train_acc,train_loss,val_acc
0.22907352569745854,0.03668687725439668,1,1.0632031050045043,0.000999618372939158,0,9.99999994635582,4.151119945526123,-1.0
0.034566775953862816,0.007593110029119998,2,0.16876316000707448,0.0009984740801978985,0,15.800000071525574,3.521584348678589,-1.0
0.034415400587022305,0.006138656171970069,3,0.1623395320493728,0.0009965688861926887,0,15.399999916553497,2.6804995098114013,-1.0
0.03424637141870335,0.00958486954914406,4,0.17544115893542767,0.0009939057285945933,0,14.799999880790711,2.437190086364746,-1.0
0.0341143102850765,0.009707228746265173,5,0.17539605195634067,0.0009904887137995992,0,20.599999916553497,2.17882963180542,-1.0
0.03414304071338847,0.013996942318044603,6,0.19267138000577688,0.00098632311059685,0,23.99999989271164,2.100022758483887,-1.0
0.03409023367566988,0.012705676315817982,7,0.18729225383140147,0.0009814153420445555,0,25.6,2.0514797248840333,-1.0
0.02364573278464377,0.014527067192830145,8,0.15278876689262688,0.0009757729755661012,0,23.199999892711638,2.0253588800430298,-1.0
0.0096929045394063,0.013197080697864294,9,0.09166884492151439,0.0009694047112816298,0,27.800000023841857,1.9424867668151855,-1.0
0.03394751122687012,0.013197886990383267,10,0.18870137282647192,0.0009623203685930871,0,27.999999713897704,1.9263305797576904,-1.0
0.03392053575953469,0.0062503485241904855,11,0.1607997629325837,0.0009545308710434153,0,31.60000011920929,1.8566777257919311,-1.0
0.03411629976471886,0.0062924575177021325,12,0.16174227092415094,0.0009460482294732422,0,29.8,1.874555651664734,-1.0
0.03453592146979645,0.01242966577410698,13,0.1879741381853819,0.0009368855235010348,0,32.79999992847443,1.8166372137069702,-1.0
0.034422976546920836,0.009660122450441122,14,0.17644345294684172,0.0009270568813552758,0,33.000000190734866,1.7485974826812745,-1.0
0.03415546094765887,0.00947942107450217,15,0.17464115098118782,0.0009165774580897602,0,35.199999928474426,1.7507504529953002,-1.0
0.03440225787926465,0.006022085144650191,16,0.1618071971461177,0.0009054634122155992,0,35.39999992847443,1.7307388334274292,-1.0
0.03395245847059414,0.006388268491718918,17,0.161492652958259,0.0008937318807859689,0,36.59999988079071,1.6904140996932984,-1.0
0.034493332146666944,0.011195555853191763,18,0.18288009986281395,0.0008814009529720156,0,38.399999904632566,1.6774001588821412,-1.0
0.034487825410906225,0.013820624619256705,19,0.19336044997908175,0.0008684896421706646,0,36.59999988079071,1.6672584314346313,-1.0
0.033697871724143624,0.006542756513226777,20,0.16110059106722474,0.0008550178566873412,0,36.60000014305115,1.6711259899139403,-1.0
0.034528872231021523,0.009367695252876729,21,0.17570873396471143,0.0008410063690388064,0,41.00000009536743,1.6005214776992798,-1.0
0.02167236222885549,0.0069655050174333155,22,0.11466659209690988,0.0008264767839234412,0,39.599999618530276,1.58718718624115,-1.0
0.011503444518893957,0.010021125490311533,23,0.08624696405604482,0.000811451504908368,0,41.19999983310699,1.5875169801712037,-1.0
0.01288130524335429,0.007006506726611406,24,0.07973043690435588,0.0007959536998847743,0,39.999999618530275,1.5813196926116944,-1.0
0.034036231227219105,0.009248653310351074,25,0.17324994411319494,0.0007800072653447032,0,42.80000004768372,1.510053153038025,-1.0
0.03447027422953397,0.0064685222459957,26,0.16385862091556191,0.0007636367895343947,0,45.00000028610229,1.5194615907669067,-1.0
0.0344819437013939,0.013886598288081586,27,0.19357998692430556,0.0007468675145409928,0,44.59999978542328,1.5096269397735596,-1.0
0.034037249453831464,0.013975532026961446,28,0.19215854909271002,0.0007297252973710758,0,43.99999964237213,1.5245474529266358,-1.0
0.03420522256055847,0.01320830947952345,29,0.18976120091974735,0.0007122365700810271,0,46.19999980926514,1.4658102951049805,-1.0
0.034312829200644046,0.01022356585599482,30,0.1782517391256988,0.0006944282990207196,0,46.60000026226044,1.431554723739624,-1.0
0.03420710051432252,0.012489230022765696,31,0.1868994131218642,0.0006763279432533592,0,49.19999980926514,1.399974305152893,-1.0
0.03407402249285951,0.012702432984951884,32,0.18721121014095843,0.0006579634122155992,0,47.99999978542328,1.3998582782745361,-1.0
0.03406732983421534,0.009202681190799922,33,0.17319917399436235,0.000639363022683212,0,47.4000002861023,1.4052740411758422,-1.0
0.034455156011972576,0.009439625486265868,34,0.1756929571274668,0.0006205554551086735,0,49.000000190734866,1.3927006397247315,-1.0
0.034148959966842085,0.010179266275372356,35,0.17743427702225745,0.0006015697093979838,0,50.59999952316284,1.3618645572662353,-1.0
0.019439131254330277,0.009679025504738092,36,0.11657240800559521,0.0005824350601949146,0,49.8,1.3568216676712037,-1.0
0.010808650986291468,0.009781925240531564,37,0.08249025791883469,0.0005631810117416299,0,50.0,1.312031925201416,-1.0
0.020369828795082867,0.009945013734977692,38,0.12145410315133631,0.0005438372523852835,0,50.59999952316284,1.3175755701065064,-1.0
0.03457188868196681,0.007704804767854512,39,0.1692279151175171,0.0005244336088007391,0,54.199999761581424,1.2807171277999878,-1.0
0.03422031953232363,0.009266204491723329,40,0.17405318701639771,0.0005050000000000001,0,54.60000038146973,1.2530287475585937,-1.0
0.03417605021968484,0.01269632630283013,41,0.18760580196976662,0.0004855663911992613,0,53.80000042915344,1.259877745628357,-1.0
0.03439872822491452,0.012564350035972893,42,0.18796952906996012,0.00046616274761471693,0,53.6,1.2206352596282959,-1.0
0.03448991471668705,0.012453701521735638,43,0.1878824180457741,0.00044681898825837057,0,56.39999952316284,1.2250789403915405,-1.0
0.03419360617408529,0.01362405758118257,44,0.19137804699130356,0.000427564939805086,0,55.99999995231629,1.2025093564987182,-1.0
0.03450410353252664,0.006161820259876549,45,0.16277160705067217,0.00040843029060201667,0,58.400000143051145,1.1689993495941162,-1.0
0.034198583802208304,0.013688974955584854,46,0.19166909414343536,0.000389444544891327,0,55.599999284744264,1.1997969884872437,-1.0
0.03428851946955547,0.013701238029170781,47,0.19206565106287599,0.0003706369773167883,0,58.19999990463257,1.1790242357254028,-1.0
0.03415534656960517,0.012838614929933101,48,0.1880860619712621,0.0003520365877844012,0,56.600000619888306,1.143253917694092,-1.0
0.03448600822594017,0.012996545759961009,49,0.19003504398278892,0.0003336720567466412,0,56.0,1.163877625465393,-1.0
0.01144514576299116,0.012809230771381408,50,0.09714454715140164,0.0003155717009792807,0,59.79999966621399,1.097905566215515,-1.0
0.009669015475083143,0.00970446626888588,51,0.07767178397625685,0.00029776342991897335,0,54.20000002384186,1.1481007070541382,-1.0
0.034227919997647405,0.008975406468380243,52,0.17296826001256704,0.00028027470262892445,0,59.400000381469724,1.120973578453064,-1.0
0.03413394372910261,0.005937660287600011,53,0.16041904594749212,0.0002631324854590073,0,59.999999856948854,1.0787151727676392,-1.0
0.03421681880718097,0.009704182972200215,54,0.17581097804941237,0.0002463632104656054,0,57.79999928474426,1.103797203063965,-1.0
0.03446587850339711,0.013118528469931334,55,0.19046454899944365,0.0002299927346552969,0,60.19999966621399,1.0832019386291505,-1.0
