acquisition_pool_scored_size,acquisition_scoring_time_sec,avg_logit_mismatch,clean_acc,eval_time_sec,fgsm_acc,labeled_size,mean_grad_disp_score,method,pgd10_acc,pgd_acc,pool_size,round,round_time_sec,selected_mean_grad_disp_score,selection_time_sec,train_time_sec
49500,0.0,nan,42.23,2.521139418007806,36.01,500,nan,badge,35.97,35.97,49500,0,17.178389622829854,nan,0.0,14.418919005198404
5000,0.2520198840647936,nan,46.25,2.5359852560795844,38.58,600,nan,badge,38.51,38.51,49400,1,18.649486157111824,nan,0.21717092394828796,15.517664914950728
5000,0.2618067350704223,nan,48.31,2.4440435441210866,40.45,700,nan,badge,40.29,40.29,49300,2,20.1531274698209,nan,0.22265090700238943,16.957623349968344
5000,0.2930677458643913,nan,46.18,2.5415181529242545,38.94,800,nan,badge,38.85,38.85,49200,3,23.9420297651086,nan,0.2305897818878293,20.596129415091127
5000,0.27377057913690805,nan,42.22,2.810044629033655,36.82,900,nan,badge,36.91,36.91,49100,4,26.439676688984036,nan,0.23204911197535694,22.849844481097534
5000,0.27500741998665035,nan,49.99,2.4258634718135,41.51,1000,nan,badge,41.3,41.3,49000,5,26.069876831956208,nan,0.23086666711606085,22.8645423441194
5000,0.26085127191618085,nan,49.57,2.4699221630580723,41.71,1100,nan,badge,41.64,41.64,48900,6,28.265613357070833,nan,0.2224944771733135,25.038917275844142
5000,0.2674975579138845,nan,50.33,2.4204888769891113,42.42,1200,nan,badge,42.51,42.51,48800,7,30.10330578801222,nan,0.2236282080411911,26.90184968104586
5000,0.26869562291540205,nan,50.8,2.725771215977147,42.63,1300,nan,badge,42.55,42.55,48700,8,32.30799073795788,nan,0.2213118129875511,28.80418191407807
5000,0.2661353601142764,nan,56.65,2.576871970202774,46.86,1400,nan,badge,46.67,46.67,48600,9,32.563260316848755,nan,0.2253332028631121,29.223589779110625
5000,0.27218602900393307,nan,55.8,2.4645310428459197,46.5,1500,nan,badge,46.35,46.35,48500,10,34.989826490171254,nan,0.21662332699634135,31.767566540045664
5000,0.29324255185201764,nan,55.77,2.3847814521286637,46.78,1600,nan,badge,46.56,46.56,48400,11,37.13213752396405,nan,0.22127709910273552,33.92917190399021
5000,0.27026169397868216,nan,57.2,2.4006465300917625,47.89,1700,nan,badge,47.75,47.75,48300,12,39.19728571898304,nan,0.22451162803918123,36.00153793301433
5000,0.2653582710772753,nan,53.63,2.6677304261829704,46.32,1800,nan,badge,46.12,46.12,48200,13,41.802796355914325,nan,0.22867839597165585,38.38936541392468
5000,0.27576152980327606,nan,57.96,2.7968587540090084,48.74,1900,nan,badge,48.52,48.52,48100,14,42.357383077032864,nan,0.2282203200738877,38.77490447019227
5000,0.2676088479347527,nan,61.34,2.4392202359158546,51.38,2000,nan,badge,51.01,51.01,48000,15,44.42053244099952,nan,0.22758949012495577,41.18728610104881
5000,0.26778519293293357,nan,59.67,2.386423772899434,49.89,2100,nan,badge,49.72,49.72,47900,16,45.88362332712859,nan,0.22477468196302652,42.71482635801658
5000,0.2682366520166397,nan,60.92,2.7443010569550097,51.0,2200,nan,badge,50.87,50.87,47800,17,48.81005188799463,nan,0.22779109212569892,45.29149034596048
5000,0.5854987259954214,nan,61.98,2.4822443248704076,52.27,2300,nan,badge,52.1,52.1,47700,18,49.182694148039445,nan,0.2269084290601313,45.645361226052046
5000,0.27386941481381655,nan,63.3,2.4566425238735974,52.67,2400,nan,badge,52.3,52.3,47600,19,51.35430744406767,nan,0.22494407882913947,48.119629052933306
5000,0.26541030802764,nan,63.72,2.4189866378437728,53.8,2500,nan,badge,53.59,53.59,47500,20,52.64069583895616,nan,0.22306143585592508,49.44122356711887
