acquisition_pool_scored_size,acquisition_scoring_time_sec,avg_logit_mismatch,clean_acc,eval_time_sec,fgsm_acc,labeled_size,mean_grad_disp_score,method,pgd10_acc,pgd_acc,pool_size,round,round_time_sec,selected_mean_grad_disp_score,selection_time_sec,train_time_sec
49500,0.0,nan,42.77,8.464375543175265,33.6,500,nan,coreset,33.42,33.42,49500,0,40.05850100517273,nan,0.0,31.36497418489307
5000,0.6471134070307016,nan,42.79,8.371230656979606,33.77,600,nan,coreset,33.47,33.47,49400,1,46.14975823415443,nan,0.3516483521088958,36.447216087020934
5000,0.6143900798633695,nan,45.56,8.47540564602241,36.18,700,nan,coreset,36.01,36.01,49300,2,53.06300134700723,nan,0.796511925989762,42.59565635281615
5000,0.5712406290695071,nan,46.62,8.482715792953968,36.78,800,nan,coreset,36.59,36.59,49200,3,59.3049281667918,nan,0.804778141900897,48.84556956309825
5000,0.5744888039771467,nan,47.8,8.673509640153497,39.42,900,nan,coreset,39.28,39.28,49100,4,66.18841707799584,nan,0.8261280150618404,55.51846049888991
5000,0.5619767138268799,nan,50.9,8.779112095944583,40.29,1000,nan,coreset,40.04,40.04,49000,5,70.19713103282265,nan,0.44267983990721405,59.79219089215621
5000,0.5508780190721154,nan,51.11,8.542861555004492,41.95,1100,nan,coreset,41.68,41.68,48900,6,76.28005895810202,nan,0.9528610021807253,65.6541449232027
5000,0.49884797306731343,nan,53.5,8.721953477011994,42.85,1200,nan,coreset,42.69,42.69,48800,7,82.26283518597484,nan,0.5142257490660995,71.84501900197938
5000,0.5988886570557952,nan,54.56,8.908059614012018,44.15,1300,nan,coreset,43.86,43.86,48700,8,90.21517280000262,nan,1.057110077003017,78.99946909188293
5000,0.5901424188632518,nan,55.78,8.878097282955423,45.29,1400,nan,coreset,44.98,44.98,48600,9,93.96961929905228,nan,1.0722513559740037,82.91463306499645
5000,0.5728402249515057,nan,56.09,8.858333678916097,45.24,1500,nan,coreset,45.02,45.02,48500,10,100.53157237404957,nan,1.1649144380353391,89.3233071139548
5000,0.5880103569943458,nan,58.5,8.794444130035117,46.98,1600,nan,coreset,46.74,46.74,48400,11,106.03795440797694,nan,1.201494422974065,94.8509581477847
5000,0.6348282718099654,nan,59.46,8.795272008981556,48.12,1700,nan,coreset,47.84,47.84,48300,12,111.94040577486157,nan,0.5136392400600016,101.29947961587459
5000,0.6125943930819631,nan,59.72,8.879576831124723,48.49,1800,nan,coreset,48.19,48.19,48200,13,119.20233262889087,nan,1.1448118470143527,107.88371516019106
5000,0.6155516910366714,nan,59.44,9.112351866904646,48.69,1900,nan,coreset,48.36,48.36,48100,14,123.42976523190737,nan,0.7149945970159024,112.31386400107294
5000,0.6170686918776482,nan,61.72,8.941746376920491,49.75,2000,nan,coreset,49.42,49.42,48000,15,130.12191767105833,nan,1.1793948758859187,118.78481137705967
5000,0.5795589629560709,nan,63.34,8.854706823127344,51.43,2100,nan,coreset,51.01,51.01,47900,16,136.19822352495976,nan,1.2250413030851632,124.87231744197197
5000,0.6083934321068227,nan,62.96,8.96511312504299,51.07,2200,nan,coreset,50.74,50.74,47800,17,142.88915906706825,nan,1.1349690889474005,131.70394758717157
5000,0.6419163271784782,nan,63.51,8.879821977112442,51.44,2300,nan,coreset,51.08,51.08,47700,18,146.0494970548898,nan,0.3548468148801476,135.50728300097398
5000,0.6093076590914279,nan,64.57,9.00826447806321,52.68,2400,nan,coreset,52.34,52.34,47600,19,152.72789316484705,nan,0.606430035084486,141.82306185620837
5000,0.6040611900389194,nan,65.71,8.342543035978451,52.92,2500,nan,coreset,52.65,52.65,47500,20,153.9628438130021,nan,0.5480420780368149,143.7800164918881
