acquisition_pool_scored_size,acquisition_scoring_time_sec,avg_logit_mismatch,clean_acc,eval_time_sec,fgsm_acc,labeled_size,mean_grad_disp_score,method,pgd10_acc,pgd_acc,pool_size,round,round_time_sec,selected_mean_grad_disp_score,selection_time_sec,train_time_sec
49500,0.0,nan,8.69,6.884535276098177,6.23,500,nan,badge,6.09,6.09,49500,0,37.28447127318941,nan,0.0,29.980670521967113
5000,1.0915354918688536,nan,9.62,9.360517140943557,7.28,600,nan,badge,7.23,7.23,49400,1,49.40419829892926,nan,3.290370567003265,35.18669710215181
5000,1.051168034086004,nan,10.82,8.21322998101823,7.87,700,nan,badge,7.79,7.79,49300,2,53.77227293304168,nan,3.516376859974116,40.53019970306195
5000,1.1689698491245508,nan,11.77,8.488029177067801,8.97,800,nan,badge,8.92,8.92,49200,3,58.59132725489326,nan,3.3380732629448175,45.10500154690817
5000,1.091140653938055,nan,11.04,8.48037973814644,8.64,900,nan,badge,8.66,8.66,49100,4,63.89689220092259,nan,3.3284345471765846,50.452305767918006
5000,1.1060879218857735,nan,13.54,8.725021630059928,10.15,1000,nan,badge,10.02,10.02,49000,5,67.74899311503395,nan,3.359118170104921,54.04378011217341
5000,1.085624166065827,nan,14.52,8.75278727710247,10.91,1100,nan,badge,10.84,10.84,48900,6,76.41109403385781,nan,3.344741045963019,62.5844450078439
5000,1.1244547569658607,nan,15.54,8.633312390185893,11.88,1200,nan,badge,11.83,11.83,48800,7,82.10957874893211,nan,3.2871909248642623,68.41370022203773
5000,1.1408011289313436,nan,16.23,8.78022673795931,12.52,1300,nan,badge,12.43,12.43,48700,8,89.83266616007313,nan,3.3238436018582433,76.05856970301829
5000,1.0556442409288138,nan,17.3,8.891353426035494,13.27,1400,nan,badge,13.14,13.14,48600,9,93.17344503197819,nan,3.3120135779026896,79.27215483714826
5000,1.112081338185817,nan,17.95,8.830731033114716,13.97,1500,nan,badge,13.81,13.81,48500,10,99.6424193829298,nan,3.31809074501507,85.73188153700903
5000,1.1080808050464839,nan,18.62,8.808879893040285,14.38,1600,nan,badge,14.25,14.25,48400,11,105.5342232750263,nan,3.335242507979274,91.741429858841
5000,1.098004992119968,nan,19.46,8.821506982902065,14.81,1700,nan,badge,14.75,14.75,48300,12,111.9444287379738,nan,3.28918938501738,98.07943749590777
5000,1.104738584952429,nan,20.0,8.812914057867602,15.16,1800,nan,badge,15.05,15.05,48200,13,118.69398521119729,nan,3.3557480240706354,104.72673143795691
5000,1.075398484012112,nan,19.95,8.928941688966006,15.63,1900,nan,badge,15.58,15.58,48100,14,123.12127276300453,nan,3.316569103160873,109.20844171498902
5000,1.1049900299403816,nan,20.51,8.905595887918025,15.68,2000,nan,badge,15.62,15.62,48000,15,129.4184728669934,nan,3.31528604705818,115.41212867805734
5000,1.0788395379204303,nan,22.09,8.92942085978575,16.79,2100,nan,badge,16.67,16.67,47900,16,135.81367319310084,nan,3.275751527165994,121.87435563816689
5000,1.1027623789850622,nan,21.9,8.958628680789843,16.5,2200,nan,badge,16.33,16.33,47800,17,142.23226216691546,nan,3.280770155135542,128.20977908209898
5000,1.0525149600580335,nan,22.37,8.9825662530493,17.04,2300,nan,badge,16.87,16.87,47700,18,146.71421151584946,nan,3.3215540070086718,132.74469383107498
5000,1.073733648052439,nan,22.8,8.991279847919941,17.22,2400,nan,badge,17.13,17.13,47600,19,152.52308628708124,nan,3.3541381279937923,138.53685871092603
5000,1.066579045029357,nan,23.56,9.189641515957192,17.71,2500,nan,badge,17.56,17.56,47500,20,157.7099940108601,nan,3.2985283280722797,143.46830332884565
